accuracy,precision_macro,recall_macro,f1_macro,f1_weighted,training_time,inference_time
0.845,0.8511831905344758,0.8443344334433444,0.8441231929604023,0.8442401005656819,0.004017353057861328,0.0032384395599365234
0.75,0.7604351919656868,0.748974897489749,0.7469379491851402,0.7472163174410366,0.052143096923828125,0.024004459381103516
0.87,0.8706766917293233,0.8697869786978698,0.8698828946051447,0.8699219297367631,226.4527871608734,9.93898344039917
