model,clean_accuracy,perturbed_accuracy,degradation,degradation_pct
svm_bow,0.7926666666666666,0.794,-0.0013333333333334085,-0.16820857863752
svm_embeddings,0.7653333333333333,0.7593333333333333,0.006000000000000005,0.7839721254355407
bert,0.9033333333333333,0.8993333333333333,0.0040000000000000036,0.4428044280442809
